# wind_disasters.csv,,,,,,,,,,
# file format as follows,,,,,,,,,,
# type,event_name ,num_killed ,damage ,start_year ,start_month ,start_day ,iso ,country_name ,region ,continent 
Typhoon ,Chanthu ,1,0,2004,6,4,THA ,Thailand ,South-east Asia ,Asia 
Storm , ,0,246,2005,5,21,THA ,Thailand ,South-east Asia ,Asia 
Tropical storm ,Damrey ,10,0,2005,9,26,THA ,Thailand ,South-east Asia ,Asia 
Tornado , ,0,200,1966,3,15,TGO ,Togo ,West Africa ,Africa 
Cyclone , ,0,0,1914,1,0,TKL ,Tokelau ,Oceania ,Oceania 
Cyclone , ,0,0,1925,12,0,TKL ,Tokelau ,Oceania ,Oceania 
Cyclone , ,0,0,1966,1,29,TKL ,Tokelau ,Oceania ,Oceania 
Storm , ,0,500,1987,2,27,TKL ,Tokelau ,Oceania ,Oceania 
Cyclone ,Ofa ,0,2400,1990,2,0,TKL ,Tokelau ,Oceania ,Oceania 
Cyclone ,Percy ,0,0,2005,2,28,TKL ,Tokelau ,Oceania ,Oceania 
Cyclone , ,2,500,1961,3,16,TON ,Tonga ,Oceania ,Oceania 
Cyclone ,Juliette ,3,500,1973,4,12,TON ,Tonga ,Oceania ,Oceania 
Cyclone ,Ernie ,0,1100,1977,12,27,TON ,Tonga ,Oceania ,Oceania 
Cyclone ,Isaac ,6,21200,1982,3,3,TON ,Tonga ,Oceania ,Oceania 
Storm , ,1,1100,1982,5,30,TON ,Tonga ,Oceania ,Oceania 
Cyclone ,Ofa ,1,2500,1990,2,4,TON ,Tonga ,Oceania ,Oceania 
Cyclone ,Hina ,0,0,1997,3,16,TON ,Tonga ,Oceania ,Oceania 
Cyclone ,Ron ,0,0,1998,1,7,TON ,Tonga ,Oceania ,Oceania 
Cyclone ,Cora ,0,0,1998,12,26,TON ,Tonga ,Oceania ,Oceania 
Cyclone ,Waka ,0,51300,2001,12,31,TON ,Tonga ,Oceania ,Oceania 
Cyclone ,Heta ,0,0,2004,1,6,TON ,Tonga ,Oceania ,Oceania 
Hurricane , ,13,3000,1933,6,27,TTO ,Trinidad and Tobago ,Caribbean ,Americas 
Hurricane ,Flora ,24,30000,1963,9,30,TTO ,Trinidad and Tobago ,Caribbean ,Americas 
Tropical storm ,Alma ,2,5000,1974,8,14,TTO ,Trinidad and Tobago ,Caribbean ,Americas 
Tropical storm ,Arthur ,0,0,1990,7,25,TTO ,Trinidad and Tobago ,Caribbean ,Americas 
Tropical storm ,Bret ,0,57,1993,7,7,TTO ,Trinidad and Tobago ,Caribbean ,Americas 
Hurricane ,Ivan ,1,0,2004,9,9,TTO ,Trinidad and Tobago ,Caribbean ,Americas 
Hurricane ,Emily ,0,0,2005,7,14,TTO ,Trinidad and Tobago ,Caribbean ,Americas 
Storm , ,0,2200,1964,5,8,TUR ,Turkey ,Rest of Europe ,Europe 
Winter , ,30,0,1972,2,4,TUR ,Turkey ,Rest of Europe ,Europe 
Winter , ,1,0,1991,12,8,TUR ,Turkey ,Rest of Europe ,Europe 
Storm , ,30,0,1994,10,19,TUR ,Turkey ,Rest of Europe ,Europe 
Winter , ,4,0,2002,1,0,TUR ,Turkey ,Rest of Europe ,Europe 
Winter , ,10,0,2002,12,20,TUR ,Turkey ,Rest of Europe ,Europe 
Winter , ,8,0,2004,1,22,TUR ,Turkey ,Rest of Europe ,Europe 
Tornado , ,3,0,2004,6,19,TUR ,Turkey ,Rest of Europe ,Europe 
Winter , ,14,0,2004,11,21,TUR ,Turkey ,Rest of Europe ,Europe 
Hurricane ,Kate ,0,5,1985,0,0,TCA ,Turks and Caicos Is ,Caribbean ,Americas 
Tropical storm ,Arthur ,0,0,1990,7,27,TCA ,Turks and Caicos Is ,Caribbean ,Americas 
Hurricane ,Frances ,0,0,2004,9,1,TCA ,Turks and Caicos Is ,Caribbean ,Americas 
Cyclone ,Bebe ,6,0,1972,10,21,TUV ,Tuvalu ,Oceania ,Oceania 
Storm , ,0,0,1984,12,26,TUV ,Tuvalu ,Oceania ,Oceania 
Cyclone , ,0,0,1987,2,22,TUV ,Tuvalu ,Oceania ,Oceania 
Cyclone ,Ofa ,0,0,1990,2,4,TUV ,Tuvalu ,Oceania ,Oceania 
Cyclone ,Nina ,0,0,1993,1,3,TUV ,Tuvalu ,Oceania ,Oceania 
Storm , ,0,0,2000,9,21,UGA ,Uganda ,East Africa ,Africa 
Storm , ,0,0,2000,11,6,UGA ,Uganda ,East Africa ,Africa 
Storm , ,0,0,2002,1,5,UGA ,Uganda ,East Africa ,Africa 
Hurricane , ,0,1600,1992,11,19,UKR ,Ukraine ,Russian Federation ,Europe 
Storm , ,2,0,2000,7,5,UKR ,Ukraine ,Russian Federation ,Europe 
Storm , ,4,0,2000,7,25,UKR ,Ukraine ,Russian Federation ,Europe 
Winter , ,4,120000,2000,11,27,UKR ,Ukraine ,Russian Federation ,Europe 
Storm , ,4000,0,1952,12,4,GBR ,United Kingdom ,European Union ,Europe 
Storm , ,20,2500,1968,1,14,GBR ,United Kingdom ,European Union ,Europe 
Storm , ,0,0,1972,11,0,GBR ,United Kingdom ,European Union ,Europe 
Winter , ,0,0,1976,1,0,GBR ,United Kingdom ,European Union ,Europe 
Storm , ,12,0,1981,9,21,GBR ,United Kingdom ,European Union ,Europe 
Storm , ,5,0,1983,2,0,GBR ,United Kingdom ,European Union ,Europe 
Winter , ,22,81500,1984,1,24,GBR ,United Kingdom ,European Union ,Europe 
Winter , ,0,0,1986,10,20,GBR ,United Kingdom ,European Union ,Europe 
Winter , ,20,1700000,1987,10,15,GBR ,United Kingdom ,European Union ,Europe 
Storm , ,13,0,1989,2,26,GBR ,United Kingdom ,European Union ,Europe 
Winter , ,0,0,1990,12,9,GBR ,United Kingdom ,European Union ,Europe 
Winter ,Daria ,85,4893350,1990,1,0,GBR ,United Kingdom ,European Union ,Europe 
Storm , ,28,0,1991,1,5,GBR ,United Kingdom ,European Union ,Europe 
Winter , ,0,600000,1995,12,23,GBR ,United Kingdom ,European Union ,Europe 
Hurricane ,Lilli ,5,0,1996,10,29,GBR ,United Kingdom ,European Union ,Europe 
Storm ,Cilly; Désirée et Fanny ,1,0,1998,1,4,GBR ,United Kingdom ,European Union ,Europe 
Storm , ,8,0,1998,12,26,GBR ,United Kingdom ,European Union ,Europe 
Storm , ,12,665400,1998,10,24,GBR ,United Kingdom ,European Union ,Europe 
Storm , ,8,0,1999,12,25,GBR ,United Kingdom ,European Union ,Europe 
Storm , ,12,290723,2000,10,28,GBR ,United Kingdom ,European Union ,Europe 
Storm , ,4,0,2000,12,0,GBR ,United Kingdom ,European Union ,Europe 
Storm , ,7,0,2002,1,28,GBR ,United Kingdom ,European Union ,Europe 
Storm ,Jeanett ,7,77901,2002,10,26,GBR ,United Kingdom ,European Union ,Europe 
Storm , ,5,500000,2005,1,7,GBR ,United Kingdom , , 
Hurricane , ,6000,1000000,1900,9,8,USA ,United States ,North America ,Americas 
Tornado , ,98,0,1903,0,0,USA ,United States ,North America ,Americas 
Hurricane , ,164,0,1906,0,0,USA ,United States ,North America ,Americas 
Hurricane , ,134,0,1906,0,0,USA ,United States ,North America ,Americas 
Hurricane , ,350,0,1909,0,0,USA ,United States ,North America ,Americas 
Hurricane , ,41,0,1909,0,0,USA ,United States ,North America ,Americas 
Hurricane , ,30,0,1910,0,0,USA ,United States ,North America ,Americas 
Hurricane , ,525,60000,1915,8,0,USA ,United States ,North America ,Americas 
Hurricane , ,34,0,1918,0,0,USA ,United States ,North America ,Americas 
Hurricane , ,500,25000,1919,9,0,USA ,United States ,North America ,Americas 
Tornado , ,739,18000,1925,3,17,USA ,United States ,North America ,Americas 
Hurricane , ,25,0,1926,0,0,USA ,United States ,North America ,Americas 
Hurricane , ,243,73000,1926,9,0,USA ,United States ,North America ,Americas 
Tornado , ,87,22000,1927,9,0,USA ,United States ,North America ,Americas 
Hurricane , ,1836,25000,1928,9,0,USA ,United States ,North America ,Americas 
Hurricane , ,40,0,1932,0,0,USA ,United States ,North America ,Americas 
Hurricane , ,40,0,1933,0,0,USA ,United States ,North America ,Americas 
Hurricane , ,408,6000,1935,9,0,USA ,United States ,North America ,Americas 
Tornado , ,455,21000,1936,4,0,USA ,United States ,North America ,Americas 
Hurricane , ,600,306000,1938,9,0,USA ,United States ,North America ,Americas 
Hurricane , ,50,0,1940,0,0,USA ,United States ,North America ,Americas 
Hurricane , ,390,100000,1944,9,0,USA ,United States ,North America ,Americas 
Storm , ,43,0,1945,2,0,USA ,United States ,North America ,Americas 
Storm , ,119,0,1945,4,0,USA ,United States ,North America ,Americas 
Storm , ,34,0,1945,11,0,USA ,United States ,North America ,Americas 
Storm , ,33,0,1946,1,0,USA ,United States ,North America ,Americas 
Hurricane , ,51,100000,1947,9,0,USA ,United States ,North America ,Americas 
Storm , ,167,0,1947,4,0,USA ,United States ,North America ,Americas 
Storm , ,35,0,1947,6,0,USA ,United States ,North America ,Americas 
Storm , ,55,0,1947,12,0,USA ,United States ,North America ,Americas 
Storm , ,42,0,1948,3,0,USA ,United States ,North America ,Americas 
Storm , ,59,0,1949,1,0,USA ,United States ,North America ,Americas 
Storm , ,28,0,1949,3,0,USA ,United States ,North America ,Americas 
Winter , ,200,100000,1950,11,0,USA ,United States ,North America ,Americas 
Storm , ,34,0,1950,1,0,USA ,United States ,North America ,Americas 
Storm , ,38,0,1950,2,0,USA ,United States ,North America ,Americas 
Storm , ,229,0,1952,3,21,USA ,United States ,North America ,Americas 
Storm , ,50,0,1952,2,0,USA ,United States ,North America ,Americas 
Tornado , ,92,52000,1953,6,0,USA ,United States ,North America ,Americas 
Storm , ,30,0,1953,1,0,USA ,United States ,North America ,Americas 
Storm , ,41,0,1953,4,0,USA ,United States ,North America ,Americas 
Storm , ,125,0,1953,5,0,USA ,United States ,North America ,Americas 
Storm , ,142,0,1953,6,0,USA ,United States ,North America ,Americas 
Storm , ,38,0,1953,12,0,USA ,United States ,North America ,Americas 
Hurricane ,Carol ,60,450000,1954,8,0,USA ,United States ,North America ,Americas 
Hurricane ,Hazel ,95,281000,1954,10,0,USA ,United States ,North America ,Americas 
Hurricane , ,68,0,1954,9,0,USA ,United States ,North America ,Americas 
Hurricane , ,25,0,1955,0,0,USA ,United States ,North America ,Americas 
Hurricane ,Diane ,184,832000,1955,8,16,USA ,United States ,North America ,Americas 
Storm , ,31,0,1955,2,0,USA ,United States ,North America ,Americas 
Storm , ,125,0,1955,5,0,USA ,United States ,North America ,Americas 
Storm , ,162,0,1956,3,0,USA ,United States ,North America ,Americas 
Storm , ,45,0,1956,4,0,USA ,United States ,North America ,Americas 
Storm , ,25,0,1956,12,0,USA ,United States ,North America ,Americas 
Hurricane ,Audrey ,390,150000,1957,6,26,USA ,United States ,North America ,Americas 
Storm , ,40,0,1957,3,0,USA ,United States ,North America ,Americas 
Storm , ,39,0,1957,5,0,USA ,United States ,North America ,Americas 
Storm , ,56,0,1958,3,0,USA ,United States ,North America ,Americas 
Storm , ,30,0,1958,6,0,USA ,United States ,North America ,Americas 
Storm , ,53,0,1958,11,0,USA ,United States ,North America ,Americas 
Storm , ,71,0,1959,1,0,USA ,United States ,North America ,Americas 
Hurricane ,Donna ,50,387000,1960,9,9,USA ,United States ,North America ,Americas 
Hurricane ,Carla ,46,408000,1961,9,11,USA ,United States ,North America ,Americas 
Storm , ,100,0,1961,2,0,USA ,United States ,North America ,Americas 
Winter , ,33,200000,1962,3,6,USA ,United States ,North America ,Americas 
Winter , ,13,150000,1962,10,12,USA ,United States ,North America ,Americas 
Storm , ,112,0,1962,12,0,USA ,United States ,North America ,Americas 
Storm , ,26,0,1963,1,0,USA ,United States ,North America ,Americas 
Tornado , ,203,0,1963,0,0,USA ,United States ,North America ,Americas 
Hurricane , ,38,0,1964,10,0,USA ,United States ,North America ,Americas 
Hurricane ,Dora ,5,250000,1964,9,9,USA ,United States ,North America ,Americas 
Storm , ,140,0,1964,1,0,USA ,United States ,North America ,Americas 
Tornado , ,257,190000,1965,4,11,USA ,United States ,North America ,Americas 
Hurricane ,Betsy ,299,1420000,1965,9,7,USA ,United States ,North America ,Americas 
Tornado , ,26,100000,1966,6,8,USA ,United States ,North America ,Americas 
Storm , ,166,0,1966,1,0,USA ,United States ,North America ,Americas 
Storm , ,61,0,1966,3,0,USA ,United States ,North America ,Americas 
Storm , ,37,0,1966,11,0,USA ,United States ,North America ,Americas 
Hurricane ,Beulah ,15,200000,1967,9,19,USA ,United States ,North America ,Americas 
Storm , ,80,0,1967,1,0,USA ,United States ,North America ,Americas 
Storm , ,74,0,1967,2,0,USA ,United States ,North America ,Americas 
Storm , ,56,0,1967,4,0,USA ,United States ,North America ,Americas 
Storm , ,50,0,1967,12,0,USA ,United States ,North America ,Americas 
Storm , ,34,8000,1968,0,0,USA ,United States ,North America ,Americas 
Storm , ,55,0,1968,1,0,USA ,United States ,North America ,Americas 
Storm , ,70,0,1968,5,0,USA ,United States ,North America ,Americas 
Hurricane ,Camille ,323,1420000,1969,8,17,USA ,United States ,North America ,Americas 
Storm , ,100,0,1969,1,0,USA ,United States ,North America ,Americas 
Storm , ,31,0,1969,1,0,USA ,United States ,North America ,Americas 
Storm , ,166,0,1969,2,0,USA ,United States ,North America ,Americas 
Storm , ,54,0,1969,2,0,USA ,United States ,North America ,Americas 
Storm , ,41,0,1969,7,0,USA ,United States ,North America ,Americas 
Tornado , ,26,147000,1970,5,11,USA ,United States ,North America ,Americas 
Hurricane ,Celia ,11,450000,1970,8,3,USA ,United States ,North America ,Americas 
Storm , ,37,0,1971,1,0,USA ,United States ,North America ,Americas 
Storm , ,121,0,1971,2,0,USA ,United States ,North America ,Americas 
Hurricane ,Agnes ,122,2100000,1972,6,18,USA ,United States ,North America ,Americas 
Hurricane , ,134,0,1972,6,0,USA ,United States ,North America ,Americas 
Storm , ,2,50000,1973,0,0,USA ,United States ,North America ,Americas 
Storm , ,48,0,1973,5,0,USA ,United States ,North America ,Americas 
Tornado , ,322,1000000,1974,4,2,USA ,United States ,North America ,Americas 
Storm , ,30,0,1974,6,0,USA ,United States ,North America ,Americas 
Storm , ,3,0,1975,5,6,USA ,United States ,North America ,Americas 
Hurricane ,Eloise ,100,550000,1975,9,16,USA ,United States ,North America ,Americas 
Storm , ,50,0,1975,1,0,USA ,United States ,North America ,Americas 
Storm , ,28,0,1975,4,0,USA ,United States ,North America ,Americas 
Storm , ,51,0,1977,1,0,USA ,United States ,North America ,Americas 
Storm , ,40,0,1977,4,0,USA ,United States ,North America ,Americas 
Winter , ,65,100000,1978,2,5,USA ,United States ,North America ,Americas 
Storm , ,100,0,1978,1,0,USA ,United States ,North America ,Americas 
Storm , ,25,0,1978,2,0,USA ,United States ,North America ,Americas 
Storm , ,25,0,1978,3,0,USA ,United States ,North America ,Americas 
Tornado , ,48,470000,1979,4,10,USA ,United States ,North America ,Americas 
Hurricane ,Frederic ,31,2300000,1979,9,12,USA ,United States ,North America ,Americas 
Winter , ,7,13000,1979,4,10,USA ,United States ,North America ,Americas 
Storm , ,100,0,1979,1,0,USA ,United States ,North America ,Americas 
Hurricane ,Allen ,0,860000,1980,8,9,USA ,United States ,North America ,Americas 
Hurricane , ,7,30000,1980,5,13,USA ,United States ,North America ,Americas 
Hurricane , ,5,20000,1980,6,4,USA ,United States ,North America ,Americas 
Tornado , ,20,400000,1981,5,9,USA ,United States ,North America ,Americas 
Storm , ,0,461000,1981,6,23,USA ,United States ,North America ,Americas 
Storm , ,10,0,1981,5,3,USA ,United States ,North America ,Americas 
Winter , ,270,1000000,1982,1,0,USA ,United States ,North America ,Americas 
Tornado , ,46,500000,1982,4,2,USA ,United States ,North America ,Americas 
Hurricane ,Iwa ,3,230000,1982,11,23,USA ,United States ,North America ,Americas 
Storm , ,8,40000,1982,3,4,USA ,United States ,North America ,Americas 
Winter , ,33,0,1982,4,5,USA ,United States ,North America ,Americas 
Tornado , ,20,100000,1982,5,7,USA ,United States ,North America ,Americas 
Storm , ,0,42000,1982,9,3,USA ,United States ,North America ,Americas 
Storm , ,11,0,1982,11,9,USA ,United States ,North America ,Americas 
Storm , ,20,0,1982,12,0,USA ,United States ,North America ,Americas 
Winter , ,28,200000,1982,12,25,USA ,United States ,North America ,Americas 
Storm , ,37,0,1982,1,0,USA ,United States ,North America ,Americas 
Winter , ,19,525000,1983,0,0,USA ,United States ,North America ,Americas 
Hurricane ,Alicia ,18,1650000,1983,8,17,USA ,United States ,North America ,Americas 
Winter , ,500,1800000,1983,12,17,USA ,United States ,North America ,Americas 
Storm , ,5,130000,1983,3,0,USA ,United States ,North America ,Americas 
Storm , ,31,0,1983,5,0,USA ,United States ,North America ,Americas 
Storm , ,56,0,1983,11,12,USA ,United States ,North America ,Americas 
Tornado , ,80,400000,1984,3,27,USA ,United States ,North America ,Americas 
Tornado , ,600,277000,1984,6,13,USA ,United States ,North America ,Americas 
Storm , ,328,1000000,1984,1,0,USA ,United States ,North America ,Americas 
Storm , ,0,30000,1984,1,6,USA ,United States ,North America ,Americas 
Storm , ,11,20000,1984,4,21,USA ,United States ,North America ,Americas 
Storm , ,9,17000,1984,6,0,USA ,United States ,North America ,Americas 
Storm , ,0,35000,1984,9,11,USA ,United States ,North America ,Americas 
Storm , ,0,115000,1984,11,10,USA ,United States ,North America ,Americas 
Storm , ,33,0,1984,2,0,USA ,United States ,North America ,Americas 
Storm , ,29,0,1984,2,0,USA ,United States ,North America ,Americas 
Storm , ,27,0,1984,3,0,USA ,United States ,North America ,Americas 
Hurricane ,Kate ,5,0,1985,0,0,USA ,United States ,North America ,Americas 
Tornado , ,104,231600,1985,5,31,USA ,United States ,North America ,Americas 
Hurricane ,Elena ,4,1100000,1985,8,30,USA ,United States ,North America ,Americas 
Hurricane ,Gloria ,15,900000,1985,9,27,USA ,United States ,North America ,Americas 
Hurricane ,Juan ,12,1500000,1985,10,27,USA ,United States ,North America ,Americas 
Storm , ,33,0,1985,11,0,USA ,United States ,North America ,Americas 
Storm , ,49,340000,1985,11,0,USA ,United States ,North America ,Americas 
Winter , ,145,400000,1985,1,0,USA ,United States ,North America ,Americas 
Storm , ,0,200000,1985,4,0,USA ,United States ,North America ,Americas 
Winter , ,0,10000,1985,6,23,USA ,United States ,North America ,Americas 
Storm , ,0,40000,1986,2,5,USA ,United States ,North America ,Americas 
Storm , ,1,30000,1986,4,4,USA ,United States ,North America ,Americas 
Tornado , ,29,5000,1987,5,22,USA ,United States ,North America ,Americas 
Winter , ,61,115000,1987,12,13,USA ,United States ,North America ,Americas 
Winter , ,19,16000,1987,1,0,USA ,United States ,North America ,Americas 
Storm , ,0,58000,1987,7,23,USA ,United States ,North America ,Americas 
Storm , ,0,10000,1987,9,7,USA ,United States ,North America ,Americas 
Winter , ,35,0,1987,1,20,USA ,United States ,North America ,Americas 
Tornado , ,7,36500,1987,2,27,USA ,United States ,North America ,Americas 
Hurricane , ,0,55000,1987,6,23,USA ,United States ,North America ,Americas 
Storm , ,26,46000,1988,1,5,USA ,United States ,North America ,Americas 
Storm , ,0,35000,1988,1,17,USA ,United States ,North America ,Americas 
Storm , ,0,25000,1988,2,16,USA ,United States ,North America ,Americas 
Storm , ,0,36000,1988,3,0,USA ,United States ,North America ,Americas 
Storm , ,0,90000,1988,4,25,USA ,United States ,North America ,Americas 
Storm , ,1,130000,1988,5,6,USA ,United States ,North America ,Americas 
Storm , ,0,75000,1988,5,15,USA ,United States ,North America ,Americas 
Storm , ,0,33000,1988,5,19,USA ,United States ,North America ,Americas 
Storm , ,0,35000,1988,5,23,USA ,United States ,North America ,Americas 
Storm , ,0,130000,1988,6,2,USA ,United States ,North America ,Americas 
Storm , ,0,20000,1988,6,9,USA ,United States ,North America ,Americas 
Storm , ,0,37000,1988,7,15,USA ,United States ,North America ,Americas 
Storm , ,0,75000,1988,11,15,USA ,United States ,North America ,Americas 
Tropical storm ,Keith ,0,30000,1988,11,22,USA ,United States ,North America ,Americas 
Storm , ,0,95000,1988,11,25,USA ,United States ,North America ,Americas 
Storm , ,0,25000,1988,12,7,USA ,United States ,North America ,Americas 
Storm , ,0,50000,1988,12,14,USA ,United States ,North America ,Americas 
Storm , ,0,25000,1988,12,28,USA ,United States ,North America ,Americas 
Hurricane ,Hugo ,51,7000000,1989,9,25,USA ,United States ,North America ,Americas 
Storm , ,23,380000,1989,5,6,USA ,United States ,North America ,Americas 
Tornado , ,27,225000,1989,11,15,USA ,United States ,North America ,Americas 
Storm , ,0,95000,1989,4,3,USA ,United States ,North America ,Americas 
Storm , ,0,60000,1989,4,25,USA ,United States ,North America ,Americas 
Storm , ,0,95000,1989,4,28,USA ,United States ,North America ,Americas 
Storm , ,0,100000,1989,5,24,USA ,United States ,North America ,Americas 
Storm , ,5,115000,1989,6,6,USA ,United States ,North America ,Americas 
Storm , ,0,60000,1989,6,14,USA ,United States ,North America ,Americas 
Hurricane ,Allison ,0,45000,1989,6,25,USA ,United States ,North America ,Americas 
Storm , ,0,45000,1989,7,2,USA ,United States ,North America ,Americas 
Storm , ,0,92000,1989,7,10,USA ,United States ,North America ,Americas 
Hurricane ,Chantal ,0,80000,1989,8,0,USA ,United States ,North America ,Americas 
Storm , ,0,50000,1989,9,12,USA ,United States ,North America ,Americas 
Hurricane , Jerry ,2,35000,1989,10,15,USA ,United States ,North America ,Americas 
Storm , ,0,55000,1989,11,21,USA ,United States ,North America ,Americas 
Storm , ,15,100000,1990,3,13,USA ,United States ,North America ,Americas 
Storm , ,0,0,1990,4,5,USA ,United States ,North America ,Americas 
Storm , ,0,0,1990,4,16,USA ,United States ,North America ,Americas 
Storm , ,0,0,1990,4,24,USA ,United States ,North America ,Americas 
Storm , ,13,0,1990,5,1,USA ,United States ,North America ,Americas 
Storm , ,0,0,1990,5,14,USA ,United States ,North America ,Americas 
Storm , ,0,0,1990,5,18,USA ,United States ,North America ,Americas 
Storm , ,10,0,1990,6,1,USA ,United States ,North America ,Americas 
Storm , ,0,0,1990,6,6,USA ,United States ,North America ,Americas 
Storm , ,21,45000,1990,6,14,USA ,United States ,North America ,Americas 
Storm , ,0,625000,1990,7,11,USA ,United States ,North America ,Americas 
Storm , ,24,160000,1990,8,28,USA ,United States ,North America ,Americas 
Storm , ,0,50000,1990,10,18,USA ,United States ,North America ,Americas 
Storm , ,0,35000,1990,11,27,USA ,United States ,North America ,Americas 
Winter , ,79,400000,1990,12,18,USA ,United States ,North America ,Americas 
Hurricane ,Bob ,13,780000,1991,8,18,USA ,United States ,North America ,Americas 
Storm , ,17,30000,1991,12,15,USA ,United States ,North America ,Americas 
Storm , ,15,0,1991,11,30,USA ,United States ,North America ,Americas 
Storm ,Bob ,2,0,1991,10,30,USA ,United States ,North America ,Americas 
Winter , ,0,0,1991,2,18,USA ,United States ,North America ,Americas 
Storm , ,0,0,1991,2,27,USA ,United States ,North America ,Americas 
Storm , ,0,0,1991,3,1,USA ,United States ,North America ,Americas 
Winter , ,0,30000,1991,3,11,USA ,United States ,North America ,Americas 
Tornado , ,0,0,1991,5,30,USA ,United States ,North America ,Americas 
Tornado , ,0,0,1991,6,17,USA ,United States ,North America ,Americas 
Tornado , ,0,0,1991,6,21,USA ,United States ,North America ,Americas 
Storm , ,0,0,1991,6,24,USA ,United States ,North America ,Americas 
Tornado , ,0,0,1991,7,7,USA ,United States ,North America ,Americas 
Tornado , ,0,0,1991,10,2,USA ,United States ,North America ,Americas 
Hurricane ,Grace ,2,0,1991,10,29,USA ,United States ,North America ,Americas 
Tornado , ,0,0,1991,11,16,USA ,United States ,North America ,Americas 
Hurricane ,Andrew ,44,26500000,1992,8,24,USA ,United States ,North America ,Americas 
Hurricane ,Axel ,0,0,1992,1,7,USA ,United States ,North America ,Americas 
Storm , ,8,0,1992,2,9,USA ,United States ,North America ,Americas 
Storm , ,0,0,1992,3,3,USA ,United States ,North America ,Americas 
Storm , ,0,0,1992,3,8,USA ,United States ,North America ,Americas 
Storm , ,0,0,1992,3,24,USA ,United States ,North America ,Americas 
Storm , ,0,0,1992,4,10,USA ,United States ,North America ,Americas 
Storm , ,0,0,1992,4,19,USA ,United States ,North America ,Americas 
Storm , ,0,0,1992,4,28,USA ,United States ,North America ,Americas 
Storm , ,0,0,1992,5,10,USA ,United States ,North America ,Americas 
Storm , ,0,0,1992,5,22,USA ,United States ,North America ,Americas 
Storm , ,0,0,1992,6,14,USA ,United States ,North America ,Americas 
Storm , ,0,0,1992,6,14,USA ,United States ,North America ,Americas 
Storm , ,0,0,1992,6,19,USA ,United States ,North America ,Americas 
Storm , ,0,0,1992,6,24,USA ,United States ,North America ,Americas 
Storm , ,0,0,1992,7,2,USA ,United States ,North America ,Americas 
Storm , ,0,0,1992,7,5,USA ,United States ,North America ,Americas 
Storm , ,0,0,1992,7,6,USA ,United States ,North America ,Americas 
Storm , ,0,0,1992,9,5,USA ,United States ,North America ,Americas 
Hurricane ,Iniki ,4,5000000,1992,9,11,USA ,United States ,North America ,Americas 
Storm , ,0,0,1992,10,3,USA ,United States ,North America ,Americas 
Storm , ,0,0,1992,10,15,USA ,United States ,North America ,Americas 
Storm , ,0,0,1992,11,12,USA ,United States ,North America ,Americas 
Storm , ,27,0,1992,11,21,USA ,United States ,North America ,Americas 
Storm , ,0,0,1992,12,0,USA ,United States ,North America ,Americas 
Storm , ,0,0,1992,12,7,USA ,United States ,North America ,Americas 
Winter , ,12,0,1992,12,10,USA ,United States ,North America ,Americas 
Storm , ,0,0,1993,1,12,USA ,United States ,North America ,Americas 
Tornado , ,7,125000,1993,4,25,USA ,United States ,North America ,Americas 
Storm , ,4,30000,1993,8,6,USA ,United States ,North America ,Americas 
Hurricane ,Emily ,1,30000,1993,8,28,USA ,United States ,North America ,Americas 
Tornado , ,3,75000,1993,2,21,USA ,United States ,North America ,Americas 
Winter , ,0,100000,1993,3,4,USA ,United States ,North America ,Americas 
Storm , ,241,1000000,1993,3,12,USA ,United States ,North America ,Americas 
Storm , ,0,125000,1993,3,25,USA ,United States ,North America ,Americas 
Storm , ,0,35000,1993,3,28,USA ,United States ,North America ,Americas 
Tornado , ,0,65000,1993,4,5,USA ,United States ,North America ,Americas 
Storm , ,0,60000,1993,4,19,USA ,United States ,North America ,Americas 
Hurricane , ,0,45000,1993,4,28,USA ,United States ,North America ,Americas 
Storm , ,0,40000,1993,5,0,USA ,United States ,North America ,Americas 
Hurricane ,Wylie ,3,165000,1993,5,5,USA ,United States ,North America ,Americas 
Storm , ,0,150000,1993,6,2,USA ,United States ,North America ,Americas 
Tornado , ,3,220000,1993,6,7,USA ,United States ,North America ,Americas 
Storm , ,0,0,1993,7,28,USA ,United States ,North America ,Americas 
Storm , ,0,0,1993,8,4,USA ,United States ,North America ,Americas 
Tornado , ,0,35000,1993,9,21,USA ,United States ,North America ,Americas 
Tornado , ,0,30000,1993,10,12,USA ,United States ,North America ,Americas 
Tornado , ,44,245000,1994,3,26,USA ,United States ,North America ,Americas 
Winter , ,0,725000,1994,2,11,USA ,United States ,North America ,Americas 
Storm , ,3,70000,1994,4,15,USA ,United States ,North America ,Americas 
Storm , ,3,100000,1994,4,26,USA ,United States ,North America ,Americas 
Storm , ,2,0,1994,6,27,USA ,United States ,North America ,Americas 
Tropical storm ,Alberto ,32,250000,1994,7,0,USA ,United States ,North America ,Americas 
Storm , ,0,77000,1994,10,7,USA ,United States ,North America ,Americas 
Winter , ,20,845000,1995,1,11,USA ,United States ,North America ,Americas 
Storm , ,33,2000000,1995,3,9,USA ,United States ,North America ,Americas 
Storm , ,18,2000000,1995,5,5,USA ,United States ,North America ,Americas 
Tornado , ,3,10000000,1995,5,16,USA ,United States ,North America ,Americas 
Hurricane ,Opal ,19,3000000,1995,9,27,USA ,United States ,North America ,Americas 
Storm , ,27,360000,1995,5,7,USA ,United States ,North America ,Americas 
